name,description,height,weight,gender,category,abilities,type,weakness
Porygon,It was built 20 years ago by scientists who dreamed of exploring space. Their dreams have yet to come true.,"2' 07""",80.5 lbs,"
    Unknown
                ",Virtual,Trace,Normal,Fighting
Omanyte,"It was restored from an ancient fossil. Those Helix Fossils are excavated from areas that were once oceans long, long ago.","1' 04""",16.5 lbs,,Spiral,Shell Armor,"Rock,Water","Grass,Electric,Fighting,Ground"
Omastar,It wraps its prey in its tentacles to immobilize them and then finishes them off with its sharp fangs.,"3' 03""",77.2 lbs,,Spiral,Shell Armor,"Rock,Water","Grass,Electric,Fighting,Ground"
Kabuto,"This Pokémon became extinct everywhere, except in a few areas. It protects itself with its hard shell.","1' 08""",25.4 lbs,,Shellfish,Swift Swim,"Rock,Water","Grass,Electric,Fighting,Ground"
Kabutops,"It swims at speeds of roughly 29 knots, quickly closing in on its prey and slashing into them with its scythes to finish them off.","4' 03""",89.3 lbs,,Shellfish,Swift Swim,"Rock,Water","Grass,Electric,Fighting,Ground"
Aerodactyl,"It flew through the open skies over the ancient continent as if they were its own. When it touched ground, its walk was weak and slow.","5' 11""",130.1 lbs,,Fossil,Rock Head,"Rock,Flying","Steel,Water,Electric,Ice,Rock"
Snorlax,"It has no interest in anything other than eating. Even if you climb up on its stomach while it's napping, it doesn't seem to mind at all!","6' 11""",1014.1 lbs,,Sleeping,Thick Fat,Normal,Fighting
Articuno,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.","5' 07""",122.1 lbs,"
    Unknown
                ",Freeze,Pressure,"Ice,Flying","Steel,Fire,Electric,Rock"
Zapdos,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,"5' 03""",116.0 lbs,"
    Unknown
                ",Electric,Pressure,"Electric,Flying","Ice,Rock"
Moltres,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.","6' 07""",132.3 lbs,"
    Unknown
                ",Flame,Pressure,"Fire,Flying","Water,Electric,Rock"
Dratini,It sheds its skin—almost on a daily basis—and grows larger. Its skin is soft just after it's been shed.,"5' 11""",7.3 lbs,,Dragon,Shed Skin,Dragon,"Fairy,Ice,Dragon"
Dragonair,"Some say that if you see it at the start of the year, flying through the sky and twisting its body, you'll be healthy all year long.","13' 01""",36.4 lbs,,Dragon,Shed Skin,Dragon,"Fairy,Ice,Dragon"
Dragonite,You'll often hear tales of this kindhearted Pokémon rescuing people or Pokémon that are drowning.,"7' 03""",463.0 lbs,,Dragon,Inner Focus,"Dragon,Flying","Fairy,Dragon,Ice,Rock"
Mewtwo,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon's body, they failed to endow Mewtwo with a compassionate heart.","6' 07""",269.0 lbs,"
    Unknown
                ",Genetic,Pressure,Psychic,"Ghost,Dark,Bug"
Mew,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.","1' 04""",8.8 lbs,"
    Unknown
                ",New Species,Synchronize,Psychic,"Ghost,Dark,Bug"
Chikorita,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.","2' 11""",14.1 lbs,,Leaf,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Bayleef,Bayleef's neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,"3' 11""",34.8 lbs,,Leaf,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Meganium,"The fragrance of Meganium's flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe's fighting spirit.","5' 11""",221.6 lbs,,Herb,Overgrow,Grass,"Fire,Flying,Ice,Poison,Bug"
Cyndaquil,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.","1' 08""",17.4 lbs,,Fire Mouse,Blaze,Fire,"Water,Ground,Rock"
Quilava,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,"2' 11""",41.9 lbs,,Volcano,Blaze,Fire,"Water,Ground,Rock"
Typhlosion,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,"5' 07""",175.3 lbs,,Volcano,Blaze,Fire,"Water,Ground,Rock"
Totodile,"Despite the smallness of its body, Totodile's jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.","2' 00""",20.9 lbs,,Big Jaw,Torrent,Water,"Grass,Electric"
Croconaw,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.","3' 07""",55.1 lbs,,Big Jaw,Torrent,Water,"Grass,Electric"
Feraligatr,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.","7' 07""",195.8 lbs,,Big Jaw,Torrent,Water,"Grass,Electric"
Sentret,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.","2' 07""",13.2 lbs,,Scout,Keen Eye,Normal,Fighting
Furret,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.","5' 11""",71.7 lbs,,Long Body,Keen Eye,Normal,Fighting
Hoothoot,"It cries out at the same time every day. A long time ago, people cherished it and considered it a divine messenger sent to tell the time.","2' 04""",46.7 lbs,,Owl,Keen Eye,"Normal,Flying","Electric,Ice,Rock"
Noctowl,"When it turns its head entirely upside down, you know it's troubled by something. If you don't leave it be, it will peck you.","5' 03""",89.9 lbs,,Owl,Keen Eye,"Normal,Flying","Electric,Ice,Rock"
Ledyba,These very cowardly Pokémon join together and use Reflect to protect their nest.,"3' 03""",23.8 lbs,,Five Star,Swarm,"Bug,Flying","Fire,Flying,Electric,Ice,Rock"
Ledian,"It flies through the night sky, sprinkling sparkly dust. According to some, if that dust sticks to you, good things will happen to you.","4' 07""",78.5 lbs,,Five Star,Swarm,"Bug,Flying","Fire,Flying,Electric,Ice,Rock"
Spinarak,"Although the poison from its fangs isn't that strong, it's potent enough to weaken prey that gets caught in its web.","1' 08""",18.7 lbs,,String Spit,Swarm,"Bug,Poison","Fire,Psychic,Flying,Rock"
Ariados,"It spews threads from its mouth to catch its prey. When night falls, it leaves its web to go hunt aggressively.","3' 07""",73.9 lbs,,Long Leg,Swarm,"Bug,Poison","Fire,Psychic,Flying,Rock"
Crobat,"It feeds on the blood of living people and Pokémon. If it can't drink any blood for even a short while, it becomes weak and unable to fly.","5' 11""",165.3 lbs,,Bat,Inner Focus,"Poison,Flying","Psychic,Electric,Ice,Rock"
Chinchou,Chinchou blink their shining antennae at one another to claim their respective turf.,"1' 08""",26.5 lbs,,Angler,Illuminate,"Water,Electric","Grass,Ground"
Lanturn,"It lives far down in the depths of the ocean. It blinds its prey with light, using the moment they're dazzled to swallow them whole.","3' 11""",49.6 lbs,,Light,Illuminate,"Water,Electric","Grass,Ground"
Pichu,"It has electric sacs in its cheeks. When they're fully charged, Pichu plays very energetically.","1' 00""",4.4 lbs,,Tiny Mouse,Static,Electric,Ground
Cleffa,"Said to have ridden here on a shooting star, Cleffa seem to appear in places where meteorites have struck in the past.","1' 00""",6.6 lbs,,Star Shape,Cute Charm,Fairy,"Steel,Poison"
Igglybuff,"Left to its own devices, it will constantly practice singing. You should make it take a break so it doesn't hurt its throat.","1' 00""",2.2 lbs,,Balloon,Cute Charm,"Normal,Fairy","Steel,Poison"
Togepi,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.","1' 00""",3.3 lbs,,Spike Ball,Serene Grace,Fairy,"Steel,Poison"
Togetic,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.","2' 00""",7.1 lbs,,Happiness,Serene Grace,"Fairy,Flying","Steel,Poison,Electric,Ice,Rock"
Natu,"The look in its eyes gives the impression that it's carefully observing you. If you approach it, Natu will hop away.","0' 08""",4.4 lbs,,Tiny Bird,Synchronize,"Psychic,Flying","Ghost,Dark,Electric,Ice,Rock"
Xatu,"While it can see the future, it has no desire to change it, which is probably why it remains motionless at all times.","4' 11""",33.1 lbs,,Mystic,Synchronize,"Psychic,Flying","Ghost,Dark,Electric,Ice,Rock"
Mareep,"Rubbing its fleece generates electricity. You'll want to pet it because it's cute, but if you use your bare hand, you'll get a painful shock.","2' 00""",17.2 lbs,,Wool,Static,Electric,Ground
Flaaffy,"It stores electricity in its fluffy fleece. If it stores up too much, it will start to go bald in those patches.","2' 07""",29.3 lbs,,Wool,Static,Electric,Ground
Ampharos,Its tail shines bright and strong. It has been prized since long ago as a beacon for sailors.,"4' 07""",135.6 lbs,,Light,Static,Electric,Ground
Bellossom,"A Bellossom grows flowers more beautifully if it has evolved from a smelly Gloom—the more stinky the better. At night, this Pokémon closes its petals and goes to sleep.","1' 04""",12.8 lbs,,Flower,Chlorophyll,Grass,"Fire,Flying,Ice,Poison,Bug"
Marill,"When fishing for food at the edge of a fast-running stream, Marill wraps its tail around the trunk of a tree. This Pokémon's tail is flexible and configured to stretch.","1' 04""",18.7 lbs,,Aqua Mouse,Thick Fat,"Water,Fairy","Grass,Electric,Poison"
Azumarill,Azumarill can make balloons out of air. It makes these air balloons if it spots a drowning Pokémon. The air balloons enable the Pokémon in trouble to breathe.,"2' 07""",62.8 lbs,,Aqua Rabbit,Thick Fat,"Water,Fairy","Grass,Electric,Poison"
Sudowoodo,The result of its holding the same pose all the time is arms that have become supple yet strong.,"3' 11""",83.8 lbs,,Imitation,Rock Head,Rock,"Water,Steel,Grass,Fighting,Ground"
Politoed,"The longer and more luxurious the curled hair on its head, the greater the number of Poliwag and Poliwhirl that will obey it.","3' 07""",74.7 lbs,,Frog,Damp,Water,"Grass,Electric"
Hoppip,"This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.","1' 04""",1.1 lbs,,Cottonweed,Chlorophyll,"Grass,Flying","Fire,Flying,Ice,Poison,Rock"
Skiploom,"Skiploom's flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.","2' 00""",2.2 lbs,,Cottonweed,Chlorophyll,"Grass,Flying","Fire,Flying,Ice,Poison,Rock"
Jumpluff,Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.,"2' 07""",6.6 lbs,,Cottonweed,Chlorophyll,"Grass,Flying","Fire,Flying,Ice,Poison,Rock"
Aipom,"It searches for prey from the tops of trees. When it spots its favorite food, Bounsweet, Aipom gets excited and pounces.","2' 07""",25.4 lbs,,Long Tail,Run Away,Normal,Fighting
Sunkern,"Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.","1' 00""",4.0 lbs,,Seed,Chlorophyll,Grass,"Fire,Flying,Ice,Poison,Bug"
Sunflora,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.,"2' 07""",18.7 lbs,,Sun,Chlorophyll,Grass,"Fire,Flying,Ice,Poison,Bug"
Yanma,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.,"3' 11""",83.8 lbs,,Clear Wing,Compound Eyes,"Bug,Flying","Fire,Flying,Electric,Ice,Rock"
Wooper,"Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.","1' 04""",18.7 lbs,,Water Fish,Damp,"Water,Ground",Grass
Quagsire,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.","4' 07""",165.3 lbs,,Water Fish,Damp,"Water,Ground",Grass
Espeon,Psychic power builds up in the orb on its forehead as it bathes in the sunshine. Espeon is not good at battling at night.,"2' 11""",58.4 lbs,,Sun,Synchronize,Psychic,"Ghost,Dark,Bug"
Umbreon,"It lurks in the dark of night looking for prey. At the moment it pounces, the rings on its body glow dimly but ominously.","3' 03""",59.5 lbs,,Moonlight,Synchronize,Dark,"Fairy,Bug,Fighting"
Murkrow,"It searches for shiny things for its boss. Murkrow's presence is said to be unlucky, so many people detest it.","1' 08""",4.6 lbs,,Darkness,Insomnia,"Dark,Flying","Fairy,Electric,Ice,Rock"
